"Instance_ID","County","Cases","Deaths"
20,"Fannin",1,NA
20,"Greene",1,NA
20,"Harris",1,NA
20,"Heard",1,NA
20,"Jackson",1,NA
20,"Jones",1,NA
20,"Liberty",1,NA
20,"Lincoln",1,NA
20,"Long",1,NA
20,"Macon",1,NA
20,"Meriwether",1,NA
20,"Morgan",1,NA
20,"Pierce",1,NA
20,"Pulaski",1,NA
20,"Randolph",1,NA
20,"Stephens",1,NA
20,"Taylor",1,NA
20,"Thomas",1,NA
20,"Toombs",1,NA
20,"Ware",1,NA
20,"White",1,NA
20,"Wilkes",1,NA
21,"Fulton",231,NA
21,"Unknown",178,NA
21,"Dougherty",164,NA
21,"Dekalb",137,NA
21,"Cobb",119,NA
21,"Bartow",93,NA
21,"Gwinnett",79,NA
21,"Carroll",52,NA
21,"Cherokee",44,NA
21,"Clayton",37,NA
21,"Clarke",29,NA
21,"Henry",29,NA
21,"Lee",29,NA
21,"Hall",22,NA
21,"Douglas",18,NA
21,"Floyd",17,NA
21,"Forsyth",15,NA
21,"Coweta",14,NA
21,"Fayette",14,NA
21,"Lowndes",14,NA
21,"Rockdale",13,NA
21,"Newton",12,NA
21,"Richmond",11,NA
21,"Spalding",11,NA
21,"Columbia",10,NA
21,"Mitchell",10,NA
21,"Polk",10,NA
21,"Troup",10,NA
21,"Chatham",9,NA
21,"Gordon",9,NA
21,"Houston",9,NA
21,"Bibb",8,NA
21,"Laurens",8,NA
21,"Early",7,NA
21,"Oconee",7,NA
21,"Paulding",7,NA
21,"Sumter",7,NA
21,"Tift",7,NA
21,"Glynn",6,NA
21,"Muscogee",6,NA
21,"Whitfield",6,NA
21,"Worth",6,NA
21,"Barrow",5,NA
21,"Peach",5,NA
21,"Terrell",5,NA
21,"Colquitt",4,NA
21,"Crisp",4,NA
21,"Lumpkin",4,NA
21,"Pickens",4,NA
21,"Bryan",3,NA
21,"Burke",3,NA
21,"Butts",3,NA
21,"Effingham",3,NA
21,"Irwin",3,NA
21,"Lamar",3,NA
21,"Lincoln",3,NA
21,"Madison",3,NA
21,"Meriwether",3,NA
21,"Monroe",3,NA
21,"Baldwin",2,NA
21,"Camden",2,NA
21,"Coffee",2,NA
21,"Dawson",2,NA
21,"Decatur",2,NA
21,"Jackson",2,NA
21,"Jasper",2,NA
21,"Miller",2,NA
21,"Randolph",2,NA
21,"Seminole",2,NA
21,"Tattnall",2,NA
21,"Turner",2,NA
21,"Twiggs",2,NA
21,"Ware",2,NA
21,"Washington",2,NA
21,"Baker",1,NA
21,"Ben Hill",1,NA
21,"Calhoun",1,NA
21,"Catoosa",1,NA
21,"Charlton",1,NA
21,"Chattooga",1,NA
21,"Clinch",1,NA
21,"Dodge",1,NA
21,"Fannin",1,NA
21,"Franklin",1,NA
21,"Greene",1,NA
21,"Haralson",1,NA
21,"Harris",1,NA
21,"Heard",1,NA
21,"Jones",1,NA
21,"Liberty",1,NA
21,"Long",1,NA
21,"Macon",1,NA
21,"Mcduffie",1,NA
21,"Morgan",1,NA
21,"Pierce",1,NA
21,"Pulaski",1,NA
21,"Stephens",1,NA
21,"Taylor",1,NA
21,"Thomas",1,NA
21,"Toombs",1,NA
21,"White",1,NA
21,"Wilkes",1,NA
22,"Fulton",307,NA
22,"Unknown",217,NA
22,"Dougherty",193,NA
22,"Dekalb",181,NA
22,"Cobb",144,NA
22,"Gwinnett",102,NA
22,"Bartow",98,NA
22,"Carroll",55,NA
22,"Cherokee",46,NA
22,"Clayton",46,NA
22,"Henry",40,NA
22,"Lee",35,NA
22,"Clarke",32,NA
22,"Douglas",27,NA
22,"Hall",24,NA
22,"Floyd",20,NA
22,"Coweta",19,NA
22,"Fayette",19,NA
22,"Forsyth",19,NA
22,"Lowndes",16,NA
22,"Rockdale",16,NA
22,"Newton",15,NA
22,"Mitchell",14,NA
22,"Gordon",12,NA
22,"Paulding",12,NA
22,"Richmond",11,NA
22,"Spalding",11,NA
22,"Tift",11,NA
22,"Troup",11,NA
22,"Bibb",10,NA
22,"Chatham",10,NA
22,"Columbia",10,NA
22,"Early",10,NA
22,"Oconee",10,NA
22,"Polk",10,NA
22,"Sumter",10,NA
22,"Houston",9,NA
22,"Muscogee",8,NA
22,"Laurens",7,NA
22,"Worth",7,NA
22,"Barrow",6,NA
22,"Glynn",6,NA
22,"Peach",6,NA
22,"Terrell",6,NA
22,"Whitfield",6,NA
22,"Bryan",4,NA
22,"Colquitt",4,NA
22,"Crisp",4,NA
22,"Effingham",4,NA
22,"Lumpkin",4,NA
22,"Pickens",4,NA
22,"Burke",3,NA
22,"Butts",3,NA
22,"Coffee",3,NA
22,"Irwin",3,NA
22,"Lamar",3,NA
22,"Lincoln",3,NA
22,"Madison",3,NA
22,"Meriwether",3,NA
22,"Monroe",3,NA
22,"Randolph",3,NA
22,"Thomas",3,NA
22,"Baldwin",2,NA
22,"Ben Hill",2,NA
22,"Calhoun",2,NA
22,"Camden",2,NA
22,"Dawson",2,NA
22,"Decatur",2,NA
22,"Fannin",2,NA
22,"Jackson",2,NA
22,"Jasper",2,NA
22,"Jones",2,NA
22,"Miller",2,NA
22,"Seminole",2,NA
22,"Tattnall",2,NA
22,"Turner",2,NA
22,"Twiggs",2,NA
22,"Upson",2,NA
22,"Ware",2,NA
22,"Washington",2,NA
22,"Baker",1,NA
22,"Catoosa",1,NA
22,"Charlton",1,NA
22,"Chattooga",1,NA
22,"Clinch",1,NA
22,"Dodge",1,NA
22,"Franklin",1,NA
22,"Greene",1,NA
22,"Habersham",1,NA
22,"Haralson",1,NA
22,"Harris",1,NA
22,"Heard",1,NA
22,"Liberty",1,NA
22,"Long",1,NA
22,"Macon",1,NA
22,"Mcduffie",1,NA
22,"Morgan",1,NA
22,"Pierce",1,NA
22,"Pulaski",1,NA
22,"Stephens",1,NA
22,"Taylor",1,NA
22,"Toombs",1,NA
22,"White",1,NA
22,"Wilkes",1,NA
23,"Fulton",347,12
23,"Dekalb",219,2
23,"Unknown",207,1
23,"Dougherty",203,13
23,"Cobb",163,5
23,"Gwinnett",121,1
23,"Bartow",107,1
23,"Carroll",61,0
23,"Clayton",53,1
23,"Cherokee",50,1
23,"Henry",44,1
23,"Lee",37,5
23,"Clarke",34,2
23,"Douglas",32,1
23,"Hall",30,0
23,"Floyd",26,1
23,"Fayette",22,2
23,"Forsyth",21,1
23,"Lowndes",20,1
23,"Coweta",19,2
23,"Rockdale",16,1
23,"Chatham",15,0
23,"Newton",15,0
23,"Mitchell",14,0
23,"Early",13,1
23,"Paulding",13,0
23,"Tift",13,0
23,"Gordon",12,1
23,"Bibb",11,0
23,"Richmond",11,0
23,"Spalding",11,0
23,"Houston",10,1
23,"Columbia",10,0
23,"Oconee",10,0
23,"Polk",10,0
23,"Sumter",10,0
23,"Troup",9,1
23,"Barrow",7,1
23,"Worth",7,1
23,"Glynn",7,0
23,"Laurens",7,0
23,"Muscogee",7,0
23,"Terrell",6,2
23,"Peach",6,0
23,"Whitfield",6,0
23,"Bryan",5,0
23,"Colquitt",5,0
23,"Pickens",4,1
23,"Crisp",4,0
23,"Effingham",4,0
23,"Lumpkin",4,0
23,"Upson",4,0
23,"Burke",3,0
23,"Butts",3,0
23,"Coffee",3,0
23,"Decatur",3,0
23,"Fannin",3,0
23,"Irwin",3,0
23,"Lincoln",3,0
23,"Madison",3,0
23,"Meriwether",3,0
23,"Miller",3,0
23,"Monroe",3,0
23,"Randolph",3,0
23,"Thomas",3,0
23,"Baldwin",2,0
23,"Ben Hill",2,0
23,"Calhoun",2,0
23,"Camden",2,0
23,"Dawson",2,0
23,"Jackson",2,0
23,"Jasper",2,0
23,"Jones",2,0
23,"Lamar",2,0
23,"Pulaski",2,0
23,"Seminole",2,0
23,"Stephens",2,0
23,"Tattnall",2,0
23,"Turner",2,0
23,"Twiggs",2,0
23,"Ware",2,0
23,"Washington",2,0
23,"Baker",1,1
23,"Heard",1,1
23,"Catoosa",1,0
23,"Charlton",1,0
23,"Chattahoochee",1,0
23,"Chattooga",1,0
23,"Clinch",1,0
23,"Dodge",1,0
23,"Franklin",1,0
23,"Greene",1,0
23,"Haralson",1,0
23,"Harris",1,0
23,"Hart",1,0
23,"Liberty",1,0
23,"Long",1,0
23,"Macon",1,0
23,"Mcduffie",1,0
23,"Morgan",1,0
23,"Pierce",1,0
23,"Taylor",1,0
23,"Toombs",1,0
23,"White",1,0
23,"Wilkes",1,0
24,"Fulton",373,12
24,"Dekalb",240,2
24,"Unknown",230,2
24,"Dougherty",205,13
24,"Cobb",181,8
24,"Gwinnett",129,1
24,"Bartow",116,1
24,"Carroll",64,0
24,"Clayton",57,1
24,"Cherokee",52,1
24,"Henry",50,1
24,"Lee",37,5
24,"Clarke",35,2
24,"Douglas",35,1
24,"Hall",31,0
24,"Floyd",27,1
24,"Fayette",25,2
24,"Forsyth",21,1
24,"Lowndes",20,1
24,"Coweta",19,2
24,"Paulding",19,0
24,"Rockdale",17,1
24,"Early",15,1
24,"Chatham",15,0
24,"Newton",15,0
24,"Gordon",14,1
24,"Mitchell",14,0
24,"Tift",13,0
24,"Houston",12,1
24,"Columbia",12,0
24,"Richmond",12,0
24,"Bibb",11,0
24,"Spalding",11,0
24,"Sumter",11,0
24,"Oconee",10,0
24,"Polk",10,0
24,"Troup",9,1
24,"Worth",8,1
24,"Muscogee",8,0
24,"Barrow",7,1
24,"Glynn",7,0
24,"Laurens",7,0
24,"Terrell",6,2
24,"Bryan",6,0
24,"Peach",6,0
24,"Thomas",6,0
24,"Whitfield",6,0
24,"Pickens",5,1
24,"Butts",5,0
24,"Colquitt",5,0
24,"Crisp",5,0
24,"Effingham",4,0
24,"Lumpkin",4,0
24,"Miller",4,0
24,"Upson",4,0
24,"Burke",3,0
24,"Coffee",3,0
24,"Decatur",3,0
24,"Fannin",3,0
24,"Irwin",3,0
24,"Lincoln",3,0
24,"Madison",3,0
24,"Meriwether",3,0
24,"Monroe",3,0
24,"Randolph",3,0
24,"Seminole",3,0
24,"Baldwin",2,0
24,"Ben Hill",2,0
24,"Calhoun",2,0
24,"Camden",2,0
24,"Dawson",2,0
24,"Franklin",2,0
24,"Jackson",2,0
24,"Jasper",2,0
24,"Jones",2,0
24,"Lamar",2,0
24,"Liberty",2,0
24,"Murray",2,0
24,"Pulaski",2,0
24,"Stephens",2,0
24,"Tattnall",2,0
24,"Turner",2,0
24,"Twiggs",2,0
24,"Walton",2,0
24,"Ware",2,0
24,"Washington",2,0
24,"Baker",1,1
24,"Heard",1,1
24,"Catoosa",1,0
24,"Charlton",1,0
24,"Chattahoochee",1,0
24,"Chattooga",1,0
24,"Clinch",1,0
24,"Dodge",1,0
24,"Greene",1,0
24,"Haralson",1,0
24,"Harris",1,0
24,"Hart",1,0
24,"Jenkins",1,0
24,"Long",1,0
24,"Macon",1,0
24,"Mcduffie",1,0
24,"Morgan",1,0
24,"Pierce",1,0
24,"Pike",1,0
24,"Taylor",1,0
24,"Toombs",1,0
24,"White",1,0
24,"Wilkes",1,0
25,"Fulton",378,13
25,"Dekalb",246,3
25,"Unknown",229,2
25,"Dougherty",224,17
25,"Cobb",185,9
25,"Gwinnett",131,1
25,"Bartow",117,1
25,"Carroll",64,0
25,"Clayton",57,1
25,"Cherokee",54,1
25,"Henry",50,1
25,"Lee",39,6
25,"Clarke",35,2
25,"Douglas",35,1
25,"Hall",31,0
25,"Floyd",27,1
25,"Fayette",26,3
25,"Forsyth",22,1
25,"Coweta",20,2
25,"Lowndes",20,1
25,"Paulding",20,0
25,"Rockdale",17,1
25,"Early",16,1
25,"Chatham",15,0
25,"Mitchell",15,0
25,"Newton",15,0
25,"Gordon",14,1
25,"Houston",13,1
25,"Sumter",13,1
25,"Bibb",13,0
25,"Tift",13,0
25,"Columbia",12,0
25,"Richmond",12,0
25,"Spalding",11,0
25,"Terrell",10,2
25,"Oconee",10,0
25,"Polk",10,0
25,"Troup",9,1
25,"Laurens",9,0
25,"Worth",8,1
25,"Muscogee",8,0
25,"Barrow",7,1
25,"Bryan",7,0
25,"Coffee",7,0
25,"Glynn",7,0
25,"Thomas",7,0
25,"Crisp",6,0
25,"Peach",6,0
25,"Whitfield",6,0
25,"Pickens",5,1
25,"Butts",5,0
25,"Colquitt",5,0
25,"Upson",5,0
25,"Ware",5,0
25,"Decatur",4,0
25,"Effingham",4,0
25,"Lumpkin",4,0
25,"Miller",4,0
25,"Burke",3,0
25,"Calhoun",3,0
25,"Catoosa",3,0
25,"Fannin",3,0
25,"Irwin",3,0
25,"Liberty",3,0
25,"Lincoln",3,0
25,"Madison",3,0
25,"Meriwether",3,0
25,"Monroe",3,0
25,"Pulaski",3,0
25,"Randolph",3,0
25,"Seminole",3,0
25,"Stephens",3,0
25,"Baldwin",2,0
25,"Ben Hill",2,0
25,"Camden",2,0
25,"Dawson",2,0
25,"Franklin",2,0
25,"Haralson",2,0
25,"Harris",2,0
25,"Jackson",2,0
25,"Jasper",2,0
25,"Jones",2,0
25,"Lamar",2,0
25,"Murray",2,0
25,"Pierce",2,0
25,"Tattnall",2,0
25,"Turner",2,0
25,"Twiggs",2,0
25,"Walton",2,0
25,"Washington",2,0
25,"Baker",1,1
25,"Heard",1,1
25,"Bulloch",1,0
25,"Charlton",1,0
25,"Chattahoochee",1,0
25,"Chattooga",1,0
25,"Clinch",1,0
25,"Dodge",1,0
25,"Greene",1,0
25,"Hart",1,0
25,"Jenkins",1,0
25,"Long",1,0
25,"Macon",1,0
25,"Mcduffie",1,0
25,"Morgan",1,0
25,"Pike",1,0
25,"Taylor",1,0
25,"Toombs",1,0
25,"Wheeler",1,0
25,"White",1,0
25,"Wilkes",1,0
26,"Fulton",407,12
26,"Dekalb",272,3
26,"Unknown",262,2
26,"Dougherty",239,17
26,"Cobb",222,9
26,"Gwinnett",143,1
26,"Bartow",119,1
26,"Carroll",64,0
26,"Clayton",59,1
26,"Cherokee",56,1
26,"Henry",55,1
26,"Lee",43,6
26,"Douglas",37,1
26,"Clarke",35,2
26,"Hall",32,0
26,"Floyd",27,2
26,"Fayette",26,3
26,"Forsyth",25,1
26,"Paulding",23,0
26,"Coweta",22,2
26,"Lowndes",20,1
26,"Rockdale",18,1
26,"Newton",17,0
26,"Early",16,1
26,"Houston",15,1
26,"Sumter",15,1
26,"Chatham",15,0
26,"Mitchell",15,0
26,"Gordon",14,1
26,"Bibb",13,0
26,"Tift",13,0
26,"Columbia",12,0
26,"Richmond",12,0
26,"Spalding",12,0
26,"Oconee",11,0
26,"Terrell",10,2
26,"Worth",10,1
26,"Polk",10,0
26,"Troup",9,1
26,"Laurens",9,0
26,"Coffee",8,0
26,"Glynn",8,0
26,"Muscogee",8,0
26,"Whitfield",8,0
26,"Barrow",7,1
26,"Bryan",7,0
26,"Thomas",7,0
26,"Peach",6,1
26,"Colquitt",6,0
26,"Crisp",6,0
26,"Pickens",5,1
26,"Butts",5,0
26,"Meriwether",5,0
26,"Upson",5,0
26,"Walton",5,0
26,"Ware",5,0
26,"Burke",4,0
26,"Decatur",4,0
26,"Effingham",4,0
26,"Lumpkin",4,0
26,"Miller",4,0
26,"Calhoun",3,0
26,"Catoosa",3,0
26,"Fannin",3,0
26,"Irwin",3,0
26,"Liberty",3,0
26,"Lincoln",3,0
26,"Madison",3,0
26,"Monroe",3,0
26,"Murray",3,0
26,"Pulaski",3,0
26,"Randolph",3,0
26,"Seminole",3,0
26,"Stephens",3,0
26,"Baldwin",2,0
26,"Ben Hill",2,0
26,"Camden",2,0
26,"Dawson",2,0
26,"Franklin",2,0
26,"Haralson",2,0
26,"Harris",2,0
26,"Jackson",2,0
26,"Jasper",2,0
26,"Jones",2,0
26,"Lamar",2,0
26,"Pierce",2,0
26,"Pike",2,0
26,"Tattnall",2,0
26,"Turner",2,0
26,"Twiggs",2,0
26,"Washington",2,0
26,"Baker",1,1
26,"Heard",1,1
26,"Bacon",1,0
26,"Brooks",1,0
26,"Bulloch",1,0
26,"Candler",1,0
26,"Charlton",1,0
26,"Chattahoochee",1,0
26,"Chattooga",1,0
26,"Clinch",1,0
26,"Dodge",1,0
26,"Greene",1,0
26,"Hart",1,0
26,"Jenkins",1,0
26,"Long",1,0
26,"Macon",1,0
26,"Mcduffie",1,0
26,"Morgan",1,0
26,"Taylor",1,0
26,"Toombs",1,0
26,"Wheeler",1,0
26,"White",1,0
26,"Wilkes",1,0
27,"Fulton",425,12
27,"Dekalb",273,3
27,"Dougherty",247,17
27,"Cobb",228,9
27,"Unknown",226,2
27,"Gwinnett",145,1
27,"Bartow",119,1
27,"Carroll",70,0
27,"Cherokee",60,1
27,"Clayton",59,1
27,"Henry",56,2
27,"Lee",43,6
27,"Douglas",38,1
27,"Clarke",35,2
27,"Hall",33,0
27,"Floyd",28,2
27,"Forsyth",28,1
27,"Fayette",27,3
27,"Coweta",23,2
27,"Paulding",23,0
27,"Lowndes",20,1
27,"Rockdale",18,1
27,"Newton",18,0
27,"Early",16,1
27,"Chatham",16,0
27,"Houston",15,1
27,"Sumter",15,1
27,"Mitchell",15,0
27,"Gordon",14,1
27,"Bibb",14,0
27,"Tift",13,0
27,"Columbia",12,0
27,"Laurens",12,0
27,"Richmond",12,0
27,"Spalding",12,0
27,"Oconee",11,0
27,"Terrell",10,2
27,"Troup",10,1
27,"Worth",10,1
27,"Coffee",10,0
27,"Polk",10,0
27,"Muscogee",9,0
27,"Whitfield",8,2
27,"Glynn",8,0
27,"Bryan",7,0
27,"Thomas",7,0
27,"Barrow",6,1
27,"Peach",6,1
27,"Colquitt",6,0
27,"Crisp",6,0
27,"Pickens",5,1
27,"Butts",5,0
27,"Meriwether",5,0
27,"Seminole",5,0
27,"Upson",5,0
27,"Ware",5,0
27,"Burke",4,0
27,"Dawson",4,0
27,"Decatur",4,0
27,"Effingham",4,0
27,"Lumpkin",4,0
27,"Miller",4,0
27,"Walton",4,0
27,"Calhoun",3,0
27,"Catoosa",3,0
27,"Fannin",3,0
27,"Harris",3,0
27,"Irwin",3,0
27,"Liberty",3,0
27,"Lincoln",3,0
27,"Madison",3,0
27,"Monroe",3,0
27,"Murray",3,0
27,"Pulaski",3,0
27,"Randolph",3,0
27,"Stephens",3,0
27,"Baldwin",2,0
27,"Ben Hill",2,0
27,"Camden",2,0
27,"Franklin",2,0
27,"Haralson",2,0
27,"Jackson",2,0
27,"Jasper",2,0
27,"Jones",2,0
27,"Lamar",2,0
27,"Pierce",2,0
27,"Pike",2,0
27,"Tattnall",2,0
27,"Toombs",2,0
27,"Turner",2,0
27,"Twiggs",2,0
27,"Washington",2,0
27,"Baker",1,1
27,"Heard",1,1
27,"Bacon",1,0
27,"Brooks",1,0
27,"Bulloch",1,0
27,"Candler",1,0
27,"Charlton",1,0
27,"Chattahoochee",1,0
27,"Chattooga",1,0
27,"Clinch",1,0
27,"Dodge",1,0
27,"Greene",1,0
27,"Hart",1,0
27,"Jenkins",1,0
27,"Long",1,0
27,"Macon",1,0
27,"Mcduffie",1,0
27,"Morgan",1,0
27,"Taylor",1,0
27,"Wheeler",1,0
27,"White",1,0
27,"Wilkes",1,0
28,"Fulton",463,14
28,"Dekalb",281,3
28,"Dougherty",267,17
28,"Cobb",245,9
28,"Unknown",164,0
28,"Gwinnett",158,1
28,"Bartow",121,1
28,"Carroll",81,0
28,"Cherokee",61,1
28,"Clayton",61,1
28,"Henry",58,2
28,"Lee",44,6
28,"Clarke",41,5
28,"Douglas",39,1
28,"Hall",34,0
28,"Forsyth",33,1
28,"Fayette",32,3
28,"Coweta",28,2
28,"Floyd",28,2
28,"Paulding",24,0
28,"Lowndes",20,1
28,"Tift",19,0
28,"Rockdale",18,1
28,"Newton",18,0
28,"Early",16,1
28,"Houston",16,1
28,"Sumter",16,1
28,"Chatham",16,0
28,"Gordon",15,1
28,"Bibb",15,0
28,"Mitchell",15,0
28,"Richmond",13,0
28,"Terrell",12,2
28,"Columbia",12,0
28,"Laurens",12,0
28,"Muscogee",12,0
28,"Polk",12,0
28,"Spalding",12,0
28,"Troup",11,1
28,"Worth",11,1
28,"Oconee",11,0
28,"Coffee",10,0
28,"Glynn",10,0
28,"Barrow",7,2
28,"Peach",7,1
28,"Whitfield",7,1
28,"Bryan",7,0
28,"Thomas",7,0
28,"Pickens",6,1
28,"Colquitt",6,0
28,"Crisp",6,0
28,"Meriwether",6,0
28,"Butts",5,0
28,"Calhoun",5,0
28,"Dawson",5,0
28,"Decatur",5,0
28,"Seminole",5,0
28,"Upson",5,0
28,"Ware",5,0
28,"Burke",4,0
28,"Effingham",4,0
28,"Harris",4,0
28,"Lamar",4,0
28,"Liberty",4,0
28,"Lumpkin",4,0
28,"Miller",4,0
28,"Walton",4,0
28,"Baldwin",3,1
28,"Camden",3,0
28,"Catoosa",3,0
28,"Fannin",3,0
28,"Franklin",3,0
28,"Greene",3,0
28,"Haralson",3,0
28,"Irwin",3,0
28,"Lincoln",3,0
28,"Madison",3,0
28,"Monroe",3,0
28,"Murray",3,0
28,"Pulaski",3,0
28,"Randolph",3,0
28,"Stephens",3,0
28,"Turner",3,0
28,"Ben Hill",2,0
28,"Hart",2,0
28,"Jackson",2,0
28,"Jasper",2,0
28,"Jones",2,0
28,"Pierce",2,0
28,"Pike",2,0
28,"Tattnall",2,0
28,"Toombs",2,0
28,"Twiggs",2,0
28,"Washington",2,0
28,"Baker",1,1
28,"Heard",1,1
28,"Bacon",1,0
28,"Banks",1,0
28,"Berrien",1,0
28,"Brooks",1,0
28,"Bulloch",1,0
28,"Candler",1,0
28,"Charlton",1,0
28,"Chattahoochee",1,0
28,"Chattooga",1,0
28,"Clinch",1,0
28,"Cook",1,0
28,"Dodge",1,0
28,"Dooly",1,0
28,"Gilmer",1,0
28,"Jenkins",1,0
28,"Long",1,0
28,"Macon",1,0
28,"Mcduffie",1,0
28,"Mcintosh",1,0
28,"Morgan",1,0
28,"Schley",1,0
28,"Taylor",1,0
28,"Warren",1,0
28,"Wheeler",1,0
28,"White",1,0
28,"Wilkes",1,0
29,"Fulton",503,16
29,"Dekalb",294,3
29,"Dougherty",278,18
29,"Cobb",250,11
29,"Gwinnett",178,2
29,"Bartow",125,1
29,"Unknown",114,0
29,"Carroll",97,1
29,"Cherokee",69,1
29,"Henry",68,2
29,"Clayton",62,2
29,"Clarke",47,5
29,"Lee",44,6
29,"Douglas",43,1
29,"Fayette",42,3
29,"Coweta",37,2
29,"Forsyth",36,1
29,"Hall",34,0
29,"Floyd",31,2
29,"Rockdale",29,2
29,"Houston",26,2
29,"Paulding",26,0
29,"Newton",22,0
29,"Lowndes",21,1
29,"Terrell",20,2
29,"Early",20,1
29,"Chatham",19,2
29,"Tift",19,0
29,"Sumter",17,2
29,"Glynn",17,0
29,"Richmond",17,0
29,"Mitchell",16,1
29,"Bibb",16,0
29,"Gordon",15,1
29,"Troup",15,1
29,"Columbia",14,0
29,"Muscogee",14,0
29,"Polk",14,0
29,"Spalding",14,0
29,"Laurens",13,0
29,"Worth",12,1
29,"Oconee",12,0
29,"Coffee",10,0
29,"Barrow",9,2
29,"Whitfield",8,1
29,"Crisp",8,0
29,"Peach",7,1
29,"Bryan",7,0
29,"Colquitt",7,0
29,"Dawson",7,0
29,"Seminole",7,0
29,"Thomas",7,0
29,"Pickens",6,1
29,"Butts",6,0
29,"Calhoun",6,0
29,"Decatur",6,0
29,"Meriwether",6,0
29,"Miller",5,0
29,"Upson",5,0
29,"Walton",5,0
29,"Ware",5,0
29,"Burke",4,0
29,"Camden",4,0
29,"Effingham",4,0
29,"Franklin",4,0
29,"Haralson",4,0
29,"Harris",4,0
29,"Liberty",4,0
29,"Lincoln",4,0
29,"Lumpkin",4,0
29,"Murray",4,0
29,"Baldwin",3,1
29,"Madison",3,1
29,"Ben Hill",3,0
29,"Catoosa",3,0
29,"Chattooga",3,0
29,"Dooly",3,0
29,"Fannin",3,0
29,"Greene",3,0
29,"Irwin",3,0
29,"Lamar",3,0
29,"Monroe",3,0
29,"Pulaski",3,0
29,"Randolph",3,0
29,"Stephens",3,0
29,"Turner",3,0
29,"Appling",2,0
29,"Dodge",2,0
29,"Hart",2,0
29,"Jackson",2,0
29,"Jasper",2,0
29,"Jones",2,0
29,"Mcduffie",2,0
29,"Pierce",2,0
29,"Pike",2,0
29,"Tattnall",2,0
29,"Taylor",2,0
29,"Toombs",2,0
29,"Twiggs",2,0
29,"Warren",2,0
29,"Washington",2,0
29,"Wilkes",2,0
29,"Baker",1,1
29,"Heard",1,1
29,"Bacon",1,0
29,"Banks",1,0
29,"Berrien",1,0
29,"Bleckley",1,0
29,"Brooks",1,0
29,"Bulloch",1,0
29,"Candler",1,0
29,"Charlton",1,0
29,"Chattahoochee",1,0
29,"Clay",1,0
29,"Clinch",1,0
29,"Cook",1,0
29,"Dade",1,0
29,"Gilmer",1,0
29,"Jeff Davis",1,0
29,"Jefferson",1,0
29,"Jenkins",1,0
29,"Johnson",1,0
29,"Long",1,0
29,"Macon",1,0
29,"Mcintosh",1,0
29,"Morgan",1,0
29,"Schley",1,0
29,"Talbot",1,0
29,"Wheeler",1,0
29,"White",1,0
30,"Fulton",547,17
30,"Dougherty",455,18
30,"Dekalb",325,3
30,"Cobb",272,11
30,"Gwinnett",233,2
30,"Bartow",129,2
30,"Carroll",122,1
30,"Clayton",96,3
30,"Lee",85,6
30,"Henry",76,2
30,"Cherokee",74,2
30,"Hall",65,0
30,"Clarke",50,5
30,"Douglas",48,1
30,"Fayette",44,4
30,"Forsyth",43,1
30,"Coweta",40,2
30,"Richmond",40,0
30,"Terrell",39,2
30,"Rockdale",34,2
30,"Floyd",33,2
30,"Sumter",32,2
30,"Mitchell",31,1
30,"Newton",29,0
30,"Worth",29,1
30,"Paulding",28,0
30,"Houston",27,2
30,"Early",26,1
30,"Chatham",25,2
30,"Columbia",23,0
30,"Lowndes",21,1
30,"Bibb",20,0
30,"Muscogee",19,0
30,"Tift",19,0
30,"Barrow",18,2
30,"Glynn",17,0
30,"Gordon",16,1
30,"Polk",15,0
30,"Troup",15,1
30,"Colquitt",14,0
30,"Crisp",14,0
30,"Oconee",14,0
30,"Laurens",13,0
30,"Spalding",13,0
30,"Coffee",11,0
30,"Dawson",10,0
30,"Whitfield",10,1
30,"Ware",9,0
30,"Burke",8,0
30,"Calhoun",8,0
30,"Lumpkin",8,0
30,"Seminole",8,0
30,"Thomas",8,0
30,"Bryan",7,0
30,"Decatur",7,0
30,"Greene",7,0
30,"Jackson",7,0
30,"Peach",7,1
30,"Butts",6,0
30,"Dooly",6,0
30,"Meriwether",6,0
30,"Miller",6,0
30,"Pickens",6,1
30,"Walton",6,0
30,"Liberty",5,0
30,"Randolph",5,0
30,"Schley",5,0
30,"Upson",5,0
30,"Baker",4,1
30,"Baldwin",4,1
30,"Camden",4,0
30,"Clay",4,0
30,"Effingham",4,0
30,"Fannin",4,0
30,"Franklin",4,0
30,"Haralson",4,0
30,"Harris",4,0
30,"Hart",4,0
30,"Lincoln",4,0
30,"Monroe",4,0
30,"Murray",4,0
30,"Stephens",4,0
30,"Banks",3,0
30,"Ben Hill",3,0
30,"Catoosa",3,0
30,"Chattooga",3,0
30,"Irwin",3,0
30,"Jones",3,0
30,"Lamar",3,0
30,"Madison",3,1
30,"Mcduffie",3,0
30,"Pierce",3,0
30,"Pulaski",3,0
30,"Toombs",3,0
30,"Turner",3,0
30,"Warren",3,0
30,"White",3,0
30,"Appling",2,0
30,"Brooks",2,0
30,"Bulloch",2,0
30,"Dodge",2,0
30,"Habersham",2,0
30,"Jasper",2,0
30,"Jefferson",2,0
30,"Macon",2,0
30,"Morgan",2,0
30,"Pike",2,0
30,"Rabun",2,0
30,"Tattnall",2,0
30,"Taylor",2,0
30,"Twiggs",2,0
30,"Washington",2,0
30,"Wilkes",2,0
30,"Bacon",1,0
30,"Berrien",1,0
30,"Bleckley",1,0
